MESSENGER_TEAM	Team
PET_ATTR_CHANGE_USE	Nie mo¿na przeprowadziæ tej akcji, podczas zmiany atrybutów zwierzaka.
PET_ATTR_DETERMINE_TYPE1	Typ zwierzaka 1: niezdara. Niezbyt silny.\nZ czasem mo¿esz ulepszaæ jego umiejêtnoœci.
PET_ATTR_DETERMINE_TYPE2	Typ zwierzaka 2: ciekawski. Niezbyt silny.\nWierny towarzysz, którego umiejêtnoœci zwiêkszaj¹ siê z czasem.
PET_ATTR_DETERMINE_TYPE3	Typ zwierzaka 3: pe³en werwy. Przeciêtnie silny.\nJednak z czasem mo¿esz ulepszaæ jego umiejêtnoœci.
PET_ATTR_DETERMINE_TYPE4	Typ zwierzaka 4: odwa¿ny. Przeciêtnie silny.\nWierny towarzysz, którego umiejêtnoœci jeszcze zwiêksz¹ siê z czasem.
PET_ATTR_DETERMINE_TYPE5	Typ zwierzaka 5: szalenie odwa¿ny. Silny.\nZ czasem mo¿esz ulepszaæ jeszcze bardziej jego umiejêtnoœci.
PET_ATTR_DETERMINE_TYPE6	Typ zwierzaka 6: legendarny. Silny.\nWierny towarzysz, którego umiejêtnoœci nawet z czasem siê ulepsz¹.
PET_ATTR_DETERMINE_TYPE7	Typ zwierzaka 7: mityczny. Bardzo silny.\nZ czasem rozwinie swój ca³y potencja³.
PET_ATTR_DETERMINE_TYPE8	Typ zwierzaka 8: pryzmatyczny. Ekstremalnie silny.\nWierny towarzysz, na którym zawsze mo¿esz polegaæ.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	Nie mo¿esz karmiæ swojego zwierzaka przy otwartym okienku uszlachetnienia.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Nie mo¿esz zmieniæ atrybutów zmar³ego zwierzaka.
PET_CAN_NOT_EGG_ITEM_USE	Nie mo¿esz otworzyæ inkubatora, gdy handlujesz lub masz otwarty magazyn lub prywatny sklep.
PET_CAN_NOT_FEED_SPLIT_ITEM	Nie mo¿esz wstawiæ w to okienko podzielonego przedmiotu.
PET_CAN_NOT_FEED_TYPE	W taki sposób nie mo¿esz karmiæ zwierzaka. Spróbuj inn¹ akcjê.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Aby wytrenowaæ zwierzaka na nastêpny etap rozwoju, musi osi¹gn¹æ poziom %d.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Aby wytrenowaæ zwierzaka na nastêpny etap rozwoju, zwierzak ten musi posiadaæ 100% doœwiadczenia.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Twój zwierzak osi¹gn¹³ ju¿ najwy¿szy etap rozwoju.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Nie mo¿esz otworzyæ prywatnego sklepu, gdy przywo³asz swojego zwierzaka.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Aby wytrenowaæ zwierzaka na nastêpny etap rozwoju, wiek zwierzaka musi wynosiæ min. %d dni.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Nie mo¿esz przywo³aæ swojego zwierzaka, jeœli jego czas up³yn¹³.
PET_CAN_NOT_USE_BAG	Nie mo¿esz u¿yæ klatki transportowej, poniewa¿ czas trwania twojego zwierzaka dobieg³ ju¿ koñca.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Zwierzak nie posiada umiejêtnoœci do resetu.
PET_HATCHING_ACCEPT	Chcesz nazwaæ swojego zwierzaka "%s"?
PET_HATCHING_MONEY	Cena: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Nie mo¿esz dokonywaæ interakcji, gdy inkubator jest otwarty.
PET_INFORMATION_STAGE1	M³ody
PET_INFORMATION_STAGE2	Dziki
PET_INFORMATION_STAGE3	Dzielny
PET_INFORMATION_STAGE4	Heroiczny
PET_INFO_EXP	Aktualne doœwiadczenie:
PET_INFO_ITEM_EXP	Przedmiot EXP obecnie
PET_INFO_NEXT_EXP	Pozosta³e doœwiadczenie:
PET_INFO_NEXT_ITEM_EXP	Przedmiot EXP pozosta³o
PET_MSG_NOT_ENOUGH_MONEY	Nie masz wystarczaj¹cej iloœci Yang.
PET_NAME_CHANGE_ACCEPT	Czy chcesz zmieniæ nazwê swojego zwierzaka na "%s"?
PET_NAME_MIN	Podana nazwa jest za krótka.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Nie ma zwierzaka do wskrzeszenia.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Nie masz wystarczaj¹co materia³ów.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Umiejêtnoœci s¹ teraz dostêpne.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Reset umiejêtnoœci twojego zwierzaka jest nieodwracalny.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Chcesz kontynuowaæ?
PET_SKILL_LEARN_FAIL_CONDITIONS	Twój zwierzak jest za m³ody lub ma za niski poziom. Tylko bohaterskie zwierzaki mog¹ nabywaæ umiejêtnoœci.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Chcesz rozpocz¹æ bohaterski trening ze zwierzakiem "%s"?
PET_SKILL_TOOLTIP_COOLTIME	Czas wypoczynku: %d sekund
PET_SKILL_TOOLTIP_DURATION	Czas trwania: |cFFffce47%d sek.
PET_SKILL_TOOLTIP_FEATHER	Zwierzak aktywuje bezszelestny chód z %d%% szans¹ na %.1f sek.\n Atak %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Gdy twoje P¯ spadn¹ poni¿ej 20%%, otrzymujesz \n %d%% szansy na podwy¿szenie swoich P¯ o %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Twoja postaæ posiada %d%% szansy na nieœmiertelnoœæ,\n gdy Twoje P¯ spadn¹ poni¿ej 10%%. \n Czas trwania efektu: %.1f sek.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Natychmiastowo usuwa takie efekty jak trucizna, spowolnienie \n lub krwawienie z prawdopodobieñstwem %d%%, jeœli dotycz¹ one twojej postaci.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Bohaterski trening - nastêpny poziom?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Koszty: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Obrona
PET_TOOLTIP_HP	P¯
PET_TOOLTIP_LEVEL	Poziom
PET_TOOLTIP_LIFETIME_OVER	Up³yn¹³
PET_TOOLTIP_SKILL_BONUS_VALUE	w bohaterskim treningu
PET_TOOLTIP_SKILL_CUR_LEVEL	Poziom: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Nastêpny poziom: %d (maks. %d)
PET_TOOLTIP_SP	PE
PET_TOOLTIP_TRADABLE	Zdatne do handlu
PET_TOOLTUP_SKILL	%s (poziom %d)
PICK_ITEM_TITLE	Numer Przedmiotu
PICK_MONEY_TITLE	Kwota
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Twoje przedmioty wystawione do sprzeda¿y nie mog¹ przekraczaæ dopuszczonej ³¹cznej wartoœci.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Twoje przedmioty wystawione do sprzeda¿y nie mog¹ przekraczaæ dopuszczonej ³¹cznej wartoœci.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	To 999 Won. Odbierz najpierw swoje pieni¹dze.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	To 2 mld Yang. Odbierz najpierw swoje pieni¹dze.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Tego nie mo¿esz otworzyæ na swojej mapie.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Czy chcesz zamkn¹æ swój osobisty sklepik?
PREMIUM_PRIVATE_SHOP_DURATION	Czas trwania: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Twój sklepik obecnie jest zamkniêty, poniewa¿ zarz¹dzasz nim.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Przycisk ten jest przeznaczony dla osobistego sklepiku premium. Aby go u¿yæ, musisz nabyæ sklepik premium w sklepie.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Has³o
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_USE_ITEM	Czy chcesz u¿yæ przedmiotu "osobisty sklepik premium"?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Nie mo¿esz odebraæ pieniêdzy, poniewa¿ przekroczysz limit 999 Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Nie mo¿esz odebraæ pieniêdzy, poniewa¿ przekroczysz limit 2 mld Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Nie ma pieniêdzy do odebrania.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Wp³aci³eœ wiêcej Won ni¿ mo¿esz wyp³aciæ.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Wp³aci³eœ wiêcej Yang ni¿ mo¿esz wyp³aciæ.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Nie mo¿esz odebraæ pieniêdzy, poniewa¿ poda³eœ/aœ za wysok¹ kwotê.
PRIVATESHOPSEARCH_ABLITY_POTION	Rosa
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Delikatne sukno
PRIVATESHOPSEARCH_ARMOR	Wyposa¿enie
PRIVATESHOPSEARCH_ARROW	Strza³y
PRIVATESHOPSEARCH_BELL	Dzwony
PRIVATESHOPSEARCH_BELT	Pasy
PRIVATESHOPSEARCH_BLEND	Mikstury
PRIVATESHOPSEARCH_BLOOD_PEARL	Krwawa Per³a
PRIVATESHOPSEARCH_BLUE_PEARL	Niebieska Per³a
PRIVATESHOPSEARCH_BODY	Zbroje
PRIVATESHOPSEARCH_BOW	£uki
PRIVATESHOPSEARCH_BUYTIME	Chcesz kupiæ wybrany przedmiot?
PRIVATESHOPSEARCH_CLAW	Szpony
PRIVATESHOPSEARCH_CLEAR_POTION	Eliksiry
PRIVATESHOPSEARCH_COSTUME	Kostiumy
PRIVATESHOPSEARCH_COSTUMEBODY	Kostium
PRIVATESHOPSEARCH_COSTUMEHAIR	Fryzura
PRIVATESHOPSEARCH_COSTUME_ACCE	Szarfy
PRIVATESHOPSEARCH_COSTUME_MOUNT	Wierzchowiec
PRIVATESHOPSEARCH_CRYSTAL	Kryszta³
PRIVATESHOPSEARCH_DAGGER	Sztylety
PRIVATESHOPSEARCH_DEAD	martwe
PRIVATESHOPSEARCH_DETACHMENT	Ksiêga obróbki kamienia
PRIVATESHOPSEARCH_DIAMOND	Diament
PRIVATESHOPSEARCH_DS	Alchemia smoczych kamieni
PRIVATESHOPSEARCH_DS_BLACK	Onyks
PRIVATESHOPSEARCH_DS_BLUE	Szafir
PRIVATESHOPSEARCH_DS_GREEN	Jadeit
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diament
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Kolczyki
PRIVATESHOPSEARCH_FAN	Wachlarze
PRIVATESHOPSEARCH_FISH	Ryby
PRIVATESHOPSEARCH_FOOTS	Buty
PRIVATESHOPSEARCH_GEM	Klejnoty
PRIVATESHOPSEARCH_GIFTBOX	Pud³a z prezentami
PRIVATESHOPSEARCH_HEAD	He³my
PRIVATESHOPSEARCH_LIVE	¿ywe
PRIVATESHOPSEARCH_MATERIAL	Materia³y
PRIVATESHOPSEARCH_METIN	Kamienie Duszy
PRIVATESHOPSEARCH_NECK	Naszyjniki
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nie mo¿esz kupiæ bez odpowiedniego przedmiotu.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nie mo¿esz szukaæ bez odpowiedniego przedmiotu.
PRIVATESHOPSEARCH_NODELAY_POTION	Przedmioty P¯
PRIVATESHOPSEARCH_ORE	Ruda
PRIVATESHOPSEARCH_PET	System zwierzaków
PRIVATESHOPSEARCH_PETAGG	Jaja zwierzaków
PRIVATESHOPSEARCH_PETSKILLBOOK	Ksiêgi Zwierza
PRIVATESHOPSEARCH_PICK	Kilofy
PRIVATESHOPSEARCH_POTION	Mikstury
PRIVATESHOPSEARCH_QUEST	Misja
PRIVATESHOPSEARCH_QUIVER	Ko³czany
PRIVATESHOPSEARCH_RESOURCE	Ulepszanie przedmiotów
PRIVATESHOPSEARCH_ROD	£owienie
PRIVATESHOPSEARCH_SELECTITEM	Wybierz przedmiot.
PRIVATESHOPSEARCH_SHIELD	Tarcze
PRIVATESHOPSEARCH_SKILLBOOK	Ksiêgi umiejêtnoœci
PRIVATESHOPSEARCH_SKILLFORGET	Ksiêga zapomnienia
PRIVATESHOPSEARCH_SPECIAL	Inne
PRIVATESHOPSEARCH_STONE	Od³amek Energii
PRIVATESHOPSEARCH_SWORD	Miecze jednorêczne
PRIVATESHOPSEARCH_TREASUREBOX	Skrzynie
PRIVATESHOPSEARCH_TUNING	Zwoje
PRIVATESHOPSEARCH_TWOSWORD	Miecze oburêczne
PRIVATESHOPSEARCH_UNIQUE	Unikat
PRIVATESHOPSEARCH_USEITEM	Towary u¿ytkowe
PRIVATESHOPSEARCH_USESPECIAL	Inne
PRIVATESHOPSEARCH_WEAPON	Broñ
PRIVATESHOPSEARCH_WHITE_PEARL	Bia³a Per³a
PRIVATESHOPSEARCH_WRIST	Bransolety
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nie mo¿esz sprzedaæ tego przedmiotu w prywatnym sklepie.
PRIVATE_SHOP_CLOSE_QUESTION	Czy chcesz zamkn¹æ prywatny sklep?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Wpisz nazwê swojego Sklepu.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Cena
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Nie znaleziono wyników.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Wybierz przedmiot, by wyszukaæ.
PVP_LEVEL0	[W³adca Arezzo]
PVP_LEVEL1	[Arcymistrz]
PVP_LEVEL2	[W³adca]
PVP_LEVEL3	[Potê¿ny]
PVP_LEVEL4	[Mocarny]
PVP_LEVEL5	[Waleczny]
PVP_LEVEL6	[Rekrut]
PVP_LEVEL7	[Neutralny]
PVP_LEVEL8	[Agresywny]
PVP_LEVEL9	[Nieuczciwy]
PVP_LEVEL10	[Z³oœliwy]
PVP_LEVEL11	[Okrutny]
ALIGN_BONUS_1_1	Silny przeciwko Ludziom +100	
ALIGN_BONUS_1_2	Silny przeciwko Potworom: +100	
ALIGN_BONUS_1_3	Obra¿enia Koñcowe +10%
ALIGN_BONUS_1_4	Maks. P¯ +40.000
ALIGN_BONUS_2_1	Silny przeciwko Ludziom +75	
ALIGN_BONUS_2_2	Silny przeciwko Potworom: +75	
ALIGN_BONUS_2_3	Obra¿enia Koñcowe +5%
ALIGN_BONUS_2_4	Maks. P¯ +30.000
ALIGN_BONUS_3_1	Silny przeciwko Ludziom: +50	
ALIGN_BONUS_3_2	Silny przeciwko Potworom: +50	
ALIGN_BONUS_3_3	Obra¿enia Koñcowe +3%
ALIGN_BONUS_3_4	Maks. P¯ +20.000
ALIGN_BONUS_4_1	Silny przeciwko Ludziom: +35	
ALIGN_BONUS_4_2	Silny przeciwko Potworom: +35
ALIGN_BONUS_4_3	Maks. P¯ +15.000	
ALIGN_BONUS_5_1	Silny przeciwko Ludziom: +25	
ALIGN_BONUS_5_2	Silny przeciwko Potworom: +25	
ALIGN_BONUS_5_3	Maks. P¯ +10.000
ALIGN_BONUS_6_1	Silny przeciwko Ludziom: +15
ALIGN_BONUS_6_2	Silny przeciwko Potworom: +15	
ALIGN_BONUS_6_3	Maks. P¯ +5.000
ALIGN_BONUS_7_1	Silny przeciwko Ludziom: +10	
ALIGN_BONUS_7_2	Silny przeciwko Potworom: +10	
ALIGN_BONUS_7_3	Maks. P¯ +2.500
PVP_MODE_GUILD	PvP - gildia aktywowana
PVP_MODE_KILL	PvP - tryb wolny aktywowany
PVP_MODE_NORMAL	PvP - tryb pokojowy aktywowany.
PVP_MODE_PROTECT	Aktywowano ochronê przed PvP
PVP_MODE_REVENGE	PvP - tryb wrogi aktywowany
PVP_OPTION_KILL	Wolny
PVP_OPTION_NORMAL	Pokojowy
PVP_OPTION_PROTECT	Ochrona
PVP_OPTION_REVENGE	Wrogi
PVP_TOURNAMENT_DO_NOT_AUTO	Podczas turnieju PvP nie mo¿na korzystaæ z funkcji automatycznego ataku.
QUEST_APPEND	Otrzymano Now¹ Misjê.
QUEST_HOUR	godz.
QUEST_MIN	Min.
QUEST_SEC	Sek.
QUEST_TIMEOVER	Koniec czasu
QUEST_UNLIMITED_TIME	Brak limitu czasowego.
QUEST_ZEROSEC	0 Sek.
QUICKSLOT_REGISTER_DISABLE_ITEM	Ten Przedmiot nie mo¿e zostaæ dodany do Szybkiego Pola Dostêpu.
RANKING	Ranga
RANKING_BOARD_MEMBER	Cz³onkowie
RECEIVE_MESSAGE	%s wys³a³ Ci wiadomoœæ.
REFINE_COST	Cena za Ulepszenie: %d Yang
REFINE_DESTROY_WARNING	Ten przedmiot mo¿e zostaæ zniszczony podczas uszlachetnienia.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Czy na pewno chcesz ulepszyæ przedmiot?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Przy niepowodzeniu twój przedmiot zostanie zniszczony. Czy chcesz kontynuowaæ?
REFINE_DOWN_GRADE_WARNING	Przedmiot mo¿e zostaæ zdegradowany w ten sposób.
REFINE_DO_YOU_SEPARATE_METIN	Czy chcesz usun¹æ wszystkie Kamienie Duszy?
REFINE_ELEMENT_CHANGE_TEXT	%s posiada teraz ¿ywio³: %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Zosta³ zmniejszony poziom zaczarowania ¿ywio³u.
REFINE_ELEMENT_EXIST	Przedmiot posiada ju¿ inny ¿ywio³.
REFINE_ELEMENT_GRADE_MAX	Maksymalny poziom zaczarowania ¿ywio³u zosta³ ju¿ osi¹gniêty.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Zaczarowanie ¿ywio³u jest dostêpne tylko dla broni +7 lub wy¿szej.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Za ma³o Yang.
REFINE_ELEMENT_NOT_EXSIT	Nie mo¿na u¿ywaæ z tym przedmiotem.
REFINE_ELEMENT_TEXT_DARK	Mrok +%d
REFINE_ELEMENT_TEXT_EARTH	Ziemia +%d
REFINE_ELEMENT_TEXT_ELECT	B³yskawica +%d
REFINE_ELEMENT_TEXT_FIRE	Ogieñ +%d
REFINE_ELEMENT_TEXT_ICE	Lód +%d
REFINE_ELEMENT_TEXT_WIND	Wiatr +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Zaczarowanie ¿ywio³u nie powiod³a siê!
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Zaczarowanie ¿ywio³u powiod³o siê!
REFINE_FAILURE	Oj, nie uda³o siê. Zawiedliœmy.
REFINE_FAILURE_CAN_NOT_ATTACH	%s nie mo¿e zostaæ uwzglêdniony w tym Przedmiocie.
REFINE_FAILURE_DEL_ITEM	Uszlachetnienie nie powiod³o siê. Przedmiot zosta³ zniszczony.
REFINE_FAILURE_EQUIP_ITEM	Nie mo¿esz ulepszaæ za³o¿onych przedmiotów.
REFINE_FAILURE_GRADE_DOWN	Uszlachetnienie nie powiod³o siê. Stopieñ przedmiotu zosta³ obni¿ony.
REFINE_FAILURE_KEEP_GRADE	Uszlachetnienie nie powiod³o siê.\nNa szczêœcie twój przedmiot zosta³ zachowany.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	¯aden Kamieñ Duszy nie mo¿e zostaæ wyjêty.
REFINE_FAILURE_NEED_BETTER_SCROLL	Potrzebujesz lepszego Zwoju.
REFINE_FAILURE_NO_GOLD_SOCKET	Nie ma Z³otej Kieszeni by uwzglêdniæ %s .
REFINE_FAILURE_NO_MORE_REINFORCE	Nie mo¿esz tego wiêcej wzmocniæ.
REFINE_FAILURE_NO_MORE_SOCKET	Nie mo¿esz zrobiæ wiêcej Kieszeni.
REFINE_FAILURE_NO_SOCKET0	Nie ma slotu, w którym mo¿na umieœciæ %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Nie mo¿esz zrobiæ ¿adnych Kieszeni w tym Przedmiocie.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Ten Przedmiot nie mo¿e zostaæ ulepszony.
REFINE_QUESTION_CONFIRM	Chcesz kontynuowaæ?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Jeœli ulepszenie siê nie powiedzie, poziom efektów zestawu spadnie poni¿ej minimalnej wartoœci i przez to efekt zestawu zostanie usuniêty.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Jeœli ulepszysz przedmiot, efekt zestawu zostanie usuniêty.
REFINE_SUCCESS	Przedmiot zosta³ ulepszony.
REFINE_SUCCESS_PROBALITY	Szansa na Ulepszenie %d%%
REFINE_WARNING2	Czy chcesz kontynuowaæ?
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Nie ma ciê ju¿ wœród ¿ywych. \nPowróæ ze Królestwa ¯ywio³ów!
RESTART_POPUP_GIVEUP_MIST_ISLAND	Poleg³eœ w Bitwie Piêciu Relikwiarzy.\n Teraz wracasz do wioski.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Gorzka pora¿ka! Twoja droga koñczy siê tutaj.
REVIVE_QUESTION	Chcesz wskrzesiæ: %s? Liczba Pryzmatów O¿ywienia: %d szt.
REVIVE_SELF_QUESTION	Chcesz dokonaæ wskrzeszenia? Liczba Pryzmatów O¿ywienia: %d szt.
ROULETTE_REWARD_TEXT	Otrzymano przedmiot
SAFEBOX_ERROR	Wprowadzi³eœ z³e has³o.
SAFEBOX_NEED_CHANGE_PASSWORD	Twoje has³o wygas³o.\nWybierz nowe.
SAFEBOX_SELL_DISABLE_SAFEITEM	Nie mo¿esz sprzedaæ ¿adnego z zachowanych Przedmiotów.
SAFEBOX_UNAVILABLE_PASSWORD_01	Nie mo¿esz u¿yæ tego has³a.
SAFEBOX_UNAVILABLE_PASSWORD_02	Twoje has³o musi siê sk³adaæ co najmniej z %d znaków.
SAFEBOX_UNAVILABLE_PASSWORD_03	Poda³eœ/aœ swoje obecne has³o. Wybierz nowe has³o.
SAFEBOX_UNAVILABLE_PASSWORD_04	Twoje has³o nie mo¿e zawieraæ %d takich samych lub nastêpuj¹cych po sobie cyfr.
SAFEBOX_UNAVILABLE_PASSWORD_05	Znaki specjalne s¹ niedozwolone. Dozwolone znaki: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Has³a musz¹ byæ identyczne.
SCREENSHOT_SAVE1	jest zapisany w
SCREENSHOT_SAVE2	Plik ze zrzutem obrazu
SCREENSHOT_SAVE_FAILURE	Niepomyœlny zapis zrzutu obrazu.
SECOND	Sek
SECOND_CONFIRM_PET_FEED_QUESTION_1	Twój przedmiot posiada %d lub wiêcej bonusów.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Czy na pewno chcesz nakarmiæ nim swojego zwierzaka?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Twój przedmiot posiada %d lub wiêcej bonusów.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Czy na pewno chcesz go sprzedaæ?
SELECT_ATTR_NOTICE	Nie mo¿esz otworzyæ prywatnego sklepu, gdy u¿ywasz Zaczarowanie przedmiotu+.
SELECT_ATTR_NOT_OPEN	Nie mo¿esz u¿yæ Zaczarowanie przedmiotu+, gdy masz otwarty prywatny sklep.
SELECT_ATTR_NOT_SELECT	Zdecyduj, czy chcesz zachowaæ czy wymieniæ bonusy.
SELECT_CAN_NOT_DELETE	Nie mo¿esz usun¹æ postaci.
SELECT_CAN_NOT_DELETE_ATTR67	Nie mo¿esz usun¹æ swojej postaci,\n gdy trwa dodawanie bonusu.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Nie mo¿esz usun¹æ swojej postaci, dopóki ona jest cz³onkiem gildii.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Nie mo¿esz usun¹æ swojej postaci, poniewa¿ posiada ona przedmiot przywi¹zany do duszy.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Nie mo¿esz usun¹æ swojej jedynej postaci, poniewa¿ w twoim magazynie znajduj¹ siê jeszcze przedmioty.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Mo¿esz usun¹æ swoj¹ postaæ tylko do maksymalnie poziomu 69.
SELECT_CAN_NOT_DELETE_MARRIAGE	Nie mo¿esz usun¹æ postaci, która jest w zwi¹zku ma³¿eñskim.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Posiadasz towary w swoim osobistym sklepiku.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Kod do usuniêcia by³ niepoprawny.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Nie mo¿esz usun¹æ tej postaci bezpoœrednio po jej stworzeniu. Czas oczekiwania: %s
SELECT_CHANGED_NAME	Zmieni³eœ nazwê postaci.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Ta nazwa postaci ju¿ istnieje.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Spróbuj ponownie.
SELECT_CHANGE_FAILURE_STRANGE_NAME	To jest nieprawid³owa nazwa postaci.
SELECT_CHANGE_NAME_TITLE	Zmieñ nazwê postaci.
SELECT_DELEING	Rozpoczêcie usuwania...
SELECT_DELETED	Usuwanie pomyœlne.
SELECT_DO_YOU_DELETE_REALLY	Czy chcesz kontynuowaæ?
SELECT_EMPTY_SLOT	To jest wolne pole.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	WprowadŸ now¹ nazwê postaci.
SELECT_NOT_JOIN_GUILD	Brak Gildii
SERVER_NOTIFY_CLOSED	Zamkniêty serwer: prawo wstêpu maj¹ tylko konta utworzone przed zamkniêciem serwera.
SERVER_STATUS_CLOSE	ZAMKNIÊTY
SERVER_STATUS_NEW	NOWOŒÆ
SERVER_STATUS_SPECIAL	SPECYJALNY
SERVER_STATUS_STANDBY	ZAMKNIÊTY
SET_ITEM_CLEAR_CONFIRM_QUESTION	Czy chcesz usun¹æ efekt zestawu?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	Przedmiot ten posiada %d szt. bonusów/Kamieni Duszy.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	Czy na pewno chcesz?
SET_ITEM_DO_NOT_EQUIP_ITEM	Do za³o¿onych przedmiotów nie mo¿esz dodaæ efektów zestawu.
SET_ITEM_DO_NOT_SEAL_ITEM	Nie mo¿esz tego zrobiæ z przedmiotem przywi¹zanym do duszy.
SHOP_BUY_INFO	Wybierz z wystawy przedmiot, który chcesz kupiæ.
SHOP_CANNOT_SELL_EQUIPMENT	Nie mo¿esz sprzedawaæ ubranych przedmiotów.
SHOP_CANNOT_SELL_ITEM	Ten Przedmiot nie mo¿e zostaæ sprzedany.
SHOP_ERROR_UNKNOWN	Nieznany B³¹d Sklepu: %s
SHOP_EXCEED_LIMIT_TODAY	Przekroczy³eœ ju¿ swój limit dzienny na u¿ycie punktów.
SHOP_INVALID_POS	Ten Przedmiot nie mo¿e zostaæ tu u¿yty.
